Scenario,Condition,Seed,TotalSuccessN,TargetSuccessN,TotalWaitSum,TargetWaitSum,TargetWaitBurdenShare,TargetSuccessShare,ExcessBurden
Lunch,Synchronized,83,59,10,9563.0,1500.0,0.15685454355327827,0.1694915254237288,-0.012636981870450537
Lunch,Synchronized,84,57,10,12144.0,3660.0,0.30138339920948615,0.17543859649122806,0.1259448027182581
Lunch,Synchronized,85,50,10,11017.0,3151.0,0.2860125260960334,0.2,0.08601252609603338
Lunch,Synchronized,86,50,10,7430.0,1998.0,0.26890982503364735,0.2,0.06890982503364734
Lunch,Synchronized,87,46,10,6229.0,1425.0,0.2287686627066945,0.21739130434782608,0.011377358358868411
Lunch,Synchronized,88,50,10,6022.0,1134.0,0.18830953171703754,0.2,-0.011690468282962468
Lunch,Synchronized,89,52,10,10288.0,1140.0,0.11080870917573872,0.19230769230769232,-0.0814989831319536
Lunch,Synchronized,90,54,10,8835.0,2400.0,0.27164685908319186,0.18518518518518517,0.08646167389800669
Lunch,Synchronized,91,53,10,8394.0,1435.0,0.17095544436502264,0.18867924528301888,-0.017723800917996246
Lunch,Synchronized,92,53,10,10404.0,4425.0,0.4253171856978085,0.18867924528301888,0.23663794041478964
Lunch,Synchronized,93,53,10,10057.0,1972.0,0.19608233071492492,0.18867924528301888,0.007403085431906042
Lunch,Synchronized,94,46,10,5865.0,1850.0,0.3154305200341006,0.21739130434782608,0.09803921568627452
Lunch,Synchronized,95,45,10,6923.0,2684.0,0.3876931965910732,0.2222222222222222,0.165470974368851
Lunch,Synchronized,96,49,10,7474.0,2268.0,0.30345196681830344,0.20408163265306123,0.09937033416524221
Lunch,Synchronized,97,51,10,8828.0,2830.0,0.32057091073855914,0.19607843137254902,0.12449247936601013
Lunch,Synchronized,98,44,9,6307.0,2930.0,0.4645631837640717,0.20454545454545456,0.2600177292186171
Lunch,Synchronized,99,48,10,7839.0,2131.0,0.27184589871157033,0.20833333333333334,0.06351256537823699
Lunch,Synchronized,100,62,10,10169.0,2608.0,0.25646572917691024,0.16129032258064516,0.09517540659626508
Lunch,Uniform,1,47,10,9738.0,620.0,0.06366810433353871,0.2127659574468085,-0.14909785311326978
Lunch,Uniform,2,46,10,5018.0,705.0,0.14049422080510163,0.21739130434782608,-0.07689708354272445
Lunch,Uniform,3,33,10,4017.0,1325.0,0.329848145382126,0.30303030303030304,0.02681784235182294
Lunch,Uniform,4,40,10,7025.0,1727.0,0.24583629893238435,0.25,-0.004163701067615655
Lunch,Uniform,5,47,10,6075.0,1000.0,0.1646090534979424,0.2127659574468085,-0.048156903948866125
Lunch,Uniform,6,51,10,6717.0,1500.0,0.2233139794551139,0.19607843137254902,0.02723554808256487
Lunch,Uniform,7,52,10,6428.0,855.0,0.13301182327317984,0.19230769230769232,-0.05929586903451248
Lunch,Uniform,8,38,10,3765.0,935.0,0.24833997343957503,0.2631578947368421,-0.014817921297267056
Lunch,Uniform,9,48,10,7948.0,1717.0,0.21602918973326624,0.20833333333333334,0.007695856399932893
Lunch,Uniform,10,42,10,6344.0,1067.0,0.1681904161412358,0.23809523809523808,-0.06990482195400227
Lunch,Uniform,11,42,10,6340.0,910.0,0.14353312302839116,0.23809523809523808,-0.09456211506684692
Lunch,Uniform,12,44,10,6660.0,1065.0,0.15990990990990991,0.22727272727272727,-0.06736281736281735
Lunch,Uniform,13,47,10,6692.0,1063.0,0.15884638374178123,0.2127659574468085,-0.053919573705027285
Lunch,Uniform,14,46,10,6274.0,1067.0,0.1700669429391138,0.21739130434782608,-0.04732436140871227
Lunch,Uniform,15,52,10,8654.0,910.0,0.10515368615669055,0.19230769230769232,-0.08715400615100177
Lunch,Uniform,16,50,10,6872.0,765.0,0.11132130384167636,0.2,-0.08867869615832365
Lunch,Uniform,17,49,10,6253.0,570.0,0.09115624500239884,0.20408163265306123,-0.11292538765066239
Lunch,Uniform,18,53,10,8435.0,1390.0,0.16478956727919383,0.18867924528301888,-0.02388967800382505
Lunch,Uniform,19,49,10,6495.0,1420.0,0.21862971516551194,0.20408163265306123,0.01454808251245071
Lunch,Uniform,20,51,9,7262.0,1434.0,0.19746626273753787,0.17647058823529413,0.02099567450224374
Lunch,Uniform,21,50,10,8257.0,1495.0,0.181058495821727,0.2,-0.018941504178273005
Lunch,Uniform,22,59,8,10937.0,531.0,0.04855079089329798,0.13559322033898305,-0.08704242944568508
Lunch,Uniform,23,45,10,8110.0,2311.0,0.28495684340320593,0.2222222222222222,0.06273462118098372
Lunch,Uniform,24,44,10,5972.0,1082.0,0.181178834561286,0.22727272727272727,-0.046093892711441264
Lunch,Uniform,25,51,10,6486.0,1317.0,0.2030527289546716,0.19607843137254902,0.0069742975821225905
Lunch,Uniform,26,46,10,6759.0,1723.0,0.2549193667702323,0.21739130434782608,0.03752806242240622
Lunch,Uniform,27,45,10,7505.0,2031.0,0.27061958694203864,0.2222222222222222,0.04839736471981643
Lunch,Uniform,28,47,10,6344.0,1260.0,0.19861286254728877,0.2127659574468085,-0.014153094899519741
Lunch,Uniform,29,38,10,5326.0,565.0,0.10608336462636124,0.2631578947368421,-0.15707453011048084
Lunch,Uniform,30,46,10,5159.0,975.0,0.1889901143632487,0.21739130434782608,-0.028401189984577385
Lunch,Uniform,31,47,8,6116.0,875.0,0.14306736429038588,0.1702127659574468,-0.02714540166706092
Lunch,Uniform,32,51,10,9522.0,1669.0,0.17527830287754673,0.19607843137254902,-0.02080012849500229
Lunch,Uniform,33,49,10,7417.0,1596.0,0.21518134016448698,0.20408163265306123,0.01109970751142575
Lunch,Uniform,34,53,9,8218.0,1655.0,0.20138719883183256,0.16981132075471697,0.03157587807711559
Lunch,Uniform,35,44,10,5584.0,1046.0,0.1873209169054441,0.22727272727272727,-0.03995181036728315
Lunch,Uniform,36,51,10,8715.0,1555.0,0.17842799770510614,0.19607843137254902,-0.017650433667442872
Lunch,Uniform,37,51,10,7128.0,812.0,0.11391694725028058,0.19607843137254902,-0.08216148412226844
Lunch,Uniform,38,46,10,5638.0,845.0,0.14987584249733948,0.21739130434782608,-0.0675154618504866
Lunch,Uniform,39,63,10,11283.0,1803.0,0.15979792608348845,0.15873015873015872,0.0010677673533297238
Lunch,Uniform,40,43,10,6555.0,1550.0,0.23646071700991608,0.23255813953488372,0.003902577475032365
Lunch,Uniform,41,46,10,6518.0,870.0,0.13347652654188402,0.21739130434782608,-0.08391477780594206
Lunch,Uniform,42,66,10,11408.0,2277.0,0.19959677419354838,0.15151515151515152,0.04808162267839686
Lunch,Uniform,43,48,10,7774.0,800.0,0.10290712631849755,0.20833333333333334,-0.1054262070148358
Lunch,Uniform,44,49,8,7793.0,1796.0,0.23046323623764917,0.16326530612244897,0.0671979301152002
Lunch,Uniform,45,48,10,6023.0,530.0,0.08799601527478002,0.20833333333333334,-0.12033731805855333
Lunch,Uniform,46,36,10,5609.0,2024.0,0.3608486361205206,0.2777777777777778,0.0830708583427428
Lunch,Uniform,47,45,10,6403.0,1377.0,0.2150554427612057,0.2222222222222222,-0.007166779461016515
Lunch,Uniform,48,61,10,10499.0,1287.0,0.12258310315268121,0.16393442622950818,-0.04135132307682697
Lunch,Uniform,49,46,10,6714.0,1554.0,0.23145665773011617,0.21739130434782608,0.014065353382290091
Lunch,Uniform,50,46,10,5932.0,1722.0,0.29028995279838166,0.21739130434782608,0.07289864845055558
Lunch,Uniform,51,39,10,5698.0,1422.0,0.24956124956124956,0.2564102564102564,-0.006849006849006828
Lunch,Uniform,52,42,10,5437.0,1475.0,0.27128931395990435,0.23809523809523808,0.03319407586466627
Lunch,Uniform,53,42,10,5628.0,1603.0,0.2848258706467662,0.23809523809523808,0.046730632551528095
Lunch,Uniform,54,38,10,6096.0,620.0,0.10170603674540682,0.2631578947368421,-0.16145185799143527
Lunch,Uniform,55,46,10,6006.0,1700.0,0.28305028305028307,0.21739130434782608,0.06565897870245699
Lunch,Uniform,56,37,10,4302.0,785.0,0.18247326824732682,0.2702702702702703,-0.08779700202294347
Lunch,Uniform,57,49,10,6758.0,1413.0,0.20908552826279964,0.20408163265306123,0.005003895609738407
Lunch,Uniform,58,54,10,8226.0,1783.0,0.21675176270362265,0.18518518518518517,0.03156657751843747
Lunch,Uniform,59,40,10,5695.0,1635.0,0.2870939420544337,0.25,0.037093942054433726
Lunch,Uniform,60,54,10,7847.0,700.0,0.08920606601248884,0.18518518518518517,-0.09597911917269633
Lunch,Uniform,61,49,10,5893.0,965.0,0.16375360597318853,0.20408163265306123,-0.0403280266798727
Lunch,Uniform,62,45,10,5710.0,1003.0,0.17565674255691768,0.2222222222222222,-0.04656547966530453
Lunch,Uniform,63,49,10,7105.0,1320.0,0.18578465869106264,0.20408163265306123,-0.018296973961998586
Lunch,Uniform,64,40,9,6277.0,1570.0,0.25011948382985505,0.225,0.025119483829855044
Lunch,Uniform,65,52,10,6793.0,1341.0,0.19740909760047107,0.19230769230769232,0.005101405292778749
Lunch,Uniform,66,48,10,7310.0,1305.0,0.17852257181942544,0.20833333333333334,-0.029810761513907907
Lunch,Uniform,67,47,10,5713.0,830.0,0.14528268860493612,0.2127659574468085,-0.06748326884187239
Lunch,Uniform,68,51,10,7477.0,685.0,0.09161428380366457,0.19607843137254902,-0.10446414756888445
Lunch,Uniform,69,46,10,7282.0,948.0,0.13018401538039,0.21739130434782608,-0.08720728896743607
Lunch,Uniform,70,49,10,8588.0,1755.0,0.2043549138332557,0.20408163265306123,0.00027328118019448455
Lunch,Uniform,71,48,10,6030.0,970.0,0.16086235489220563,0.20833333333333334,-0.047470978441127715
Lunch,Uniform,72,50,10,8180.0,1469.0,0.1795843520782396,0.2,-0.0204156479217604
Lunch,Uniform,73,47,10,6824.0,730.0,0.10697538100820633,0.2127659574468085,-0.10579057643860218
Lunch,Uniform,74,52,8,9345.0,1963.0,0.21005885500267524,0.15384615384615385,0.05621270115652138
Lunch,Uniform,75,35,10,4532.0,1546.0,0.3411297440423654,0.2857142857142857,0.0554154583280797
Lunch,Uniform,76,39,10,4783.0,775.0,0.1620321973656701,0.2564102564102564,-0.0943780590445863
Lunch,Uniform,77,51,10,6739.0,775.0,0.11500222584953257,0.19607843137254902,-0.08107620552301645
Lunch,Uniform,78,45,10,6945.0,1638.0,0.23585313174946004,0.2222222222222222,0.013630909527237833
Lunch,Uniform,79,51,10,7276.0,1135.0,0.15599230346344145,0.19607843137254902,-0.040086127909107566
Lunch,Uniform,80,42,10,6556.0,1851.0,0.28233679072605244,0.23809523809523808,0.04424155263081436
Lunch,Uniform,81,53,10,7138.0,690.0,0.0966657326982348,0.18867924528301888,-0.09201351258478409
Lunch,Uniform,82,50,10,8114.0,1828.0,0.22528962287404486,0.2,0.025289622874044848
Lunch,Uniform,83,59,10,9707.0,944.0,0.09724940764396826,0.1694915254237288,-0.07224211777976054
Lunch,Uniform,84,56,10,10731.0,2244.0,0.2091137824993011,0.17857142857142858,0.030542353927872523
Lunch,Uniform,85,47,10,8315.0,2237.0,0.26903187011425134,0.2127659574468085,0.056265912667442824
Lunch,Uniform,86,50,10,6556.0,1025.0,0.15634533251982916,0.2,-0.043654667480170856
Lunch,Uniform,87,47,10,6214.0,1010.0,0.16253620856131315,0.2127659574468085,-0.05022974888549536
Lunch,Uniform,88,48,10,5278.0,450.0,0.08525956801818871,0.20833333333333334,-0.12307376531514463
Lunch,Uniform,89,48,10,7923.0,1093.0,0.13795279565821028,0.20833333333333334,-0.07038053767512306
Lunch,Uniform,90,54,10,8217.0,1255.0,0.15273214068394791,0.18518518518518517,-0.03245304450123726
Lunch,Uniform,91,46,10,7970.0,1077.0,0.13513174404015058,0.21739130434782608,-0.0822595603076755
Lunch,Uniform,92,53,10,7495.0,795.0,0.10607071380920614,0.18867924528301888,-0.08260853147381274
Lunch,Uniform,93,50,10,9129.0,1633.0,0.17888049074378354,0.2,-0.021119509256216473
Lunch,Uniform,94,46,10,5604.0,1245.0,0.2221627408993576,0.21739130434782608,0.004771436551531533
Lunch,Uniform,95,45,10,5069.0,1167.0,0.23022292365358057,0.2222222222222222,0.008000701431358365
Lunch,Uniform,96,47,10,6539.0,1158.0,0.17709129836366416,0.2127659574468085,-0.03567465908314435
Lunch,Uniform,97,50,10,7421.0,1521.0,0.20495890041773346,0.2,0.004958900417733447
Lunch,Uniform,98,43,10,5894.0,1587.0,0.2692568713946386,0.23255813953488372,0.03669873185975489
Lunch,Uniform,99,48,10,6880.0,1365.0,0.19840116279069767,0.20833333333333334,-0.009932170542635677
Lunch,Uniform,100,62,10,7641.0,1000.0,0.130872922392357,0.16129032258064516,-0.030417400188288146
