Scenario,Condition,Seed,Group,N_rows,N_success,MeanWait,MedianWait,P95Wait,Gini,TargetRequestedN,TargetSuccessN,TargetFailedN,TargetComplete10,SuccessRate
Festival,Poisson,16,Background,43,40,151.4,135.0,331.4999999999998,0.3067206076618229,10,10,0,1,0.9302325581395349
Festival,Poisson,17,Background,40,38,144.31578947368422,113.0,404.94999999999976,0.4173864639717455,10,10,0,1,0.95
Festival,Poisson,18,Background,46,46,172.69565217391303,135.0,422.0,0.3510825780463243,10,10,0,1,1.0
Festival,Poisson,19,Background,44,43,116.76744186046513,115.0,240.99999999999997,0.2730763352060879,10,10,0,1,0.9772727272727273
Festival,Poisson,20,Background,44,41,120.1951219512195,115.0,205.0,0.275548384542287,10,10,0,1,0.9318181818181818
Festival,Poisson,21,Background,43,42,156.64285714285714,145.0,338.4999999999999,0.3100449482118428,10,10,0,1,0.9767441860465116
Festival,Poisson,22,Background,53,49,191.55102040816325,155.0,416.5999999999997,0.3449601447227091,10,10,0,1,0.9245283018867925
Festival,Poisson,23,Background,40,38,150.21052631578948,115.0,335.9999999999998,0.3556135433187032,10,10,0,1,0.95
Festival,Poisson,24,Background,37,35,130.5142857142857,105.0,277.4,0.3281336002001501,10,10,0,1,0.9459459459459459
Festival,Poisson,25,Background,42,40,132.2,110.0,239.2999999999997,0.3343702723146747,10,10,0,1,0.9523809523809523
