Scenario,Condition,Seed,Group,N_rows,N_success,MeanWait,MedianWait,P95Wait,Gini,TargetRequestedN,TargetSuccessN,TargetFailedN,TargetComplete10,SuccessRate
Lunch,Poisson,97,Total,53,46,167.52173913043478,160.5,321.75,0.3065595414075988,10,10,0,1,0.8679245283018868
Lunch,Poisson,98,Total,48,45,133.48888888888888,115.0,263.6,0.3615337661617003,10,10,0,1,0.9375
Lunch,Poisson,99,Total,49,45,151.22222222222223,125.0,353.99999999999983,0.3548175361253979,10,10,0,1,0.9183673469387755
Lunch,Poisson,100,Total,65,59,132.42372881355934,125.0,290.99999999999994,0.3717619699457878,10,9,1,1,0.9076923076923077
Lunch,Synchronized,1,Total,52,52,165.1346153846154,125.0,466.5999999999996,0.4047553994858058,10,10,0,1,1.0
Lunch,Synchronized,2,Total,49,45,124.95555555555556,125.0,229.0,0.2860552887940403,10,10,0,1,0.9183673469387755
Lunch,Synchronized,3,Total,33,33,124.48484848484848,115.0,264.99999999999994,0.3341004986574606,10,10,0,1,1.0
Lunch,Synchronized,4,Total,43,42,151.23809523809524,127.5,336.79999999999984,0.3465800047978889,10,10,0,1,0.9767441860465116
Lunch,Synchronized,5,Total,48,47,172.40425531914894,120.0,408.5,0.3532760390819265,10,10,0,1,0.9791666666666666
Lunch,Synchronized,6,Total,55,49,164.18367346938774,145.0,342.99999999999983,0.3165459595895536,10,10,0,1,0.8909090909090909
Lunch,Synchronized,7,Total,54,50,172.54,145.0,475.1999999999995,0.3587133418337777,10,10,0,1,0.9259259259259259
Lunch,Synchronized,8,Total,40,38,122.23684210526316,115.0,240.75,0.3061299643079712,10,10,0,1,0.95
Lunch,Synchronized,9,Total,51,49,186.6734693877551,135.0,452.5999999999999,0.3972574926986209,10,10,0,1,0.9607843137254902
Lunch,Synchronized,10,Total,45,43,163.32558139534885,125.0,424.9999999999999,0.3790138051385977,10,10,0,1,0.9555555555555556
Lunch,Synchronized,11,Total,46,43,162.06976744186048,135.0,339.3,0.3198149946440549,10,10,0,1,0.9347826086956522
Lunch,Synchronized,12,Total,47,45,163.06666666666666,145.0,331.3999999999999,0.3121528724145241,10,10,0,1,0.9574468085106383
Lunch,Synchronized,13,Total,47,47,159.6595744680851,151.0,355.49999999999994,0.3650024951231683,10,10,0,1,1.0
Lunch,Synchronized,14,Total,46,46,115.43478260869566,105.0,231.25,0.3164660607549332,10,10,0,1,1.0
Lunch,Synchronized,15,Total,54,53,130.30188679245282,105.0,312.0,0.3149353310492926,10,10,0,1,0.9814814814814815
Lunch,Synchronized,16,Total,53,49,162.3877551020408,135.0,380.9999999999998,0.3115675326307474,10,10,0,1,0.9245283018867925
Lunch,Synchronized,17,Total,50,49,121.91836734693878,115.0,238.99999999999963,0.2703415480688425,10,10,0,1,0.98
Lunch,Synchronized,18,Total,56,55,143.6,135.0,262.49999999999994,0.2739243536913833,10,10,0,1,0.9821428571428571
Lunch,Synchronized,19,Total,54,49,140.6122448979592,115.0,306.1999999999999,0.3252865732650099,10,10,0,1,0.9074074074074074
Lunch,Synchronized,20,Total,54,52,156.07692307692307,125.0,424.4999999999987,0.3622663684270387,10,10,0,1,0.9629629629629629
Lunch,Synchronized,21,Total,53,53,194.41509433962264,161.0,469.0,0.3410948669869917,10,10,0,1,1.0
Lunch,Synchronized,22,Total,63,59,176.864406779661,155.0,352.89999999999986,0.3444665524270504,10,10,0,1,0.9365079365079365
Lunch,Synchronized,23,Total,50,48,163.1875,115.0,397.75,0.381827418188008,10,10,0,1,0.96
Lunch,Synchronized,24,Total,47,44,177.3409090909091,135.0,387.75,0.3663771509792271,10,10,0,1,0.9361702127659575
Lunch,Synchronized,25,Total,52,50,167.06,135.0,464.2499999999999,0.4178594516940021,10,10,0,1,0.9615384615384616
Lunch,Synchronized,26,Total,53,49,210.6530612244898,145.0,551.3999999999997,0.3907050128712597,10,10,0,1,0.9245283018867925
Lunch,Synchronized,27,Total,48,47,194.40425531914892,165.0,408.9999999999999,0.3500008150168009,10,10,0,1,0.9791666666666666
Lunch,Synchronized,28,Total,49,48,207.22916666666663,110.0,692.75,0.5255499983244529,10,10,0,1,0.9795918367346939
Lunch,Synchronized,29,Total,45,42,147.33333333333334,145.5,293.9999999999999,0.2937482685381845,10,10,0,1,0.9333333333333333
Lunch,Synchronized,30,Total,48,46,136.17391304347825,135.0,243.75,0.2709686823255039,10,10,0,1,0.9583333333333334
Lunch,Synchronized,31,Total,56,51,195.52941176470588,152.0,467.5,0.3701147526800531,10,10,0,1,0.9107142857142857
Lunch,Synchronized,32,Total,54,51,219.0,195.0,460.5,0.3039821354273646,10,10,0,1,0.9444444444444444
Lunch,Synchronized,33,Total,54,48,180.83333333333331,145.0,382.3,0.3584485407066052,10,10,0,1,0.8888888888888888
Lunch,Synchronized,34,Total,57,52,192.15384615384616,172.5,490.1499999999999,0.3378164069717312,10,10,0,1,0.9122807017543859
Lunch,Synchronized,35,Total,44,44,138.70454545454547,115.0,357.30000000000007,0.3329845232597977,10,10,0,1,1.0
Lunch,Synchronized,36,Total,58,56,157.57142857142858,155.0,318.75,0.3034176272503561,10,10,0,1,0.9655172413793104
Lunch,Synchronized,37,Total,58,53,144.28301886792454,125.0,313.0,0.3519594562918989,10,10,0,1,0.9137931034482759
Lunch,Synchronized,38,Total,55,46,148.82608695652175,125.0,368.75,0.3710767315728638,10,10,0,1,0.8363636363636363
Lunch,Synchronized,39,Total,66,64,189.9375,135.0,488.4999999999996,0.4414640918065153,10,10,0,1,0.9696969696969697
Lunch,Synchronized,40,Total,44,43,156.41860465116278,145.0,264.8,0.2194538375896383,10,10,0,1,0.9772727272727273
Lunch,Synchronized,41,Total,56,52,150.42307692307693,135.0,311.74999999999994,0.2909200873276557,10,10,0,1,0.9285714285714286
Lunch,Synchronized,42,Total,69,66,182.16666666666663,162.5,395.0,0.3617372258726331,10,10,0,1,0.9565217391304348
Lunch,Synchronized,43,Total,50,47,170.7659574468085,150.0,394.9999999999999,0.3227383344555726,10,10,0,1,0.94
